item_id,domain,concept,task_type,generated_text
ri_18585560728ca930db16,Physics,圆周运动,B,"{""concept"":""圆周运动"",""id"":""C05"",""scene"":""洗衣机甩干时，衣服在桶内转圈，向心力不断改变速度方向。"",""tags"":[""圆周运动"",""向心力"",""变速""],""title"":""甩干桶的秘密"",""warning"":""匀速圆周运动并非真正匀速，方向一直在变。""}"
ri_5ca44b3eed9a4694ac1f,Climate/Environment,二氧化碳的气候作用,B,"{""concept"":""二氧化碳的气候作用"",""id"":""C28"",""scene"":""小方得知，适量CO₂保温，过量则加剧变暖。"",""tags"":[""二氧化碳"",""保温"",""变暖""],""title"":""二氧化碳的功过"",""warning"":""认为CO₂只有负面影响。""}"
ri_6b33c98f831f7a1e79a5,Physics,摩擦力与运动,C,"{""answer"":""B"",""concept"":""摩擦力与运动"",""explain"":""鞋底相对地面后滑，摩擦力向前推动人前进。"",""id"":""C06"",""options"":{""A"":""阻碍跑步"",""B"":""向前的动力"",""C"":""向下的压力"",""D"":""向上的浮力""},""question"":""人跑步起步时，摩擦力方向？""}"
ri_8d89e29cb1f4b6c9589c,Geoscience,地质时间,B,"{""concept"":""地质时间"",""id"":""C20"",""scene"":""博物馆里，小刚看到化石标签写着三亿年前，远超想象。"",""tags"":[""地质"",""年代"",""尺度""],""title"":""亿年尺度"",""warning"":""地质过程以百万年为单位计算。""}"
ri_f5d7cebaadd9c5a90317,Chemistry,相变,C,"{""answer"":""D"",""concept"":""相变"",""explain"":""相变不改变微粒本身，固态下的分子仍在微弱振动。"",""id"":""C09"",""options"":{""A"":""分子完全静止不动了"",""B"":""分子变大了，所以冰块膨胀"",""C"":""分子变成了新的物质"",""D"":""分子仍在振动，但排列改变""},""question"":""水结成冰块后，内部的水分子发生了什么变化？""}"
ri_3979f07185b87188e7a8,Biology,随机变异与非随机选择,B,"{""concept"":""随机变异与非随机选择"",""id"":""C15"",""scene"":""小宗问：环境冷了，动物会长出厚毛吗？老师说：变异先发生。"",""tags"":[""随机变异"",""自然选择"",""非定向""],""title"":""先变后选"",""warning"":""变异随机发生，不因环境需要才出现。""}"
ri_611f7fa0b4f7d36adf33,Climate/Environment,全球变暖与气候变化,A,"{""concept"":""全球变暖与气候变化"",""correction"":""全球变暖增加极端天气频率，部分地区冬季可能更严寒。"",""id"":""C27"",""misconception"":""全球变暖意味着冬天不冷了"",""text"":""全球变暖指地球平均气温长期上升趋势，是气候变化的一部分。""}"
ri_329ff2db999c2b85a671,Geoscience,火山与板块边界,B,"{""concept"":""火山与板块边界"",""id"":""C23"",""scene"":""纪录片展示了太平洋边缘的无数座火山，它们像一串项链紧随板块缝隙排列。"",""tags"":[""火山分布"",""板块交界"",""地壳薄弱""],""title"":""环太平洋圈"",""warning"":""火山集中在板块边缘的地质活跃区，非随机分布。""}"
ri_87e0e4c2052e67048ed9,Climate/Environment,天气与气候,A,"{""concept"":""天气与气候"",""correction"":""局部短期冷事件不否定全球长期气候变暖趋势。"",""id"":""C26"",""misconception"":""天气冷说明气候变化不大"",""text"":""天气是短时大气状况，气候是长期的平均天气模式。""}"
ri_82e440f9654cf2d84141,Climate/Environment,温室效应,A,"{""concept"":""温室效应"",""correction"":""适度温室效应有益，过度则引发气候问题。"",""id"":""C25"",""misconception"":""温室效应都是有害的"",""text"":""温室效应是大气截留热量，使地球表面维持适宜温度。""}"
ri_8e8bb18e56140e7ccefd,Biology,随机变异与非随机选择,A,"{""concept"":""随机变异与非随机选择"",""correction"":""变异随机产生，但环境定向选择，生存非靠运气。"",""id"":""C15"",""misconception"":""自然选择是随机的"",""text"":""基因突变随机发生，但环境对变异的非随机选择决定了进化方向。""}"
ri_c1722bd6cbb9b4aed2db,Geoscience,地震成因,B,"{""concept"":""地震成因"",""id"":""C22"",""scene"":""小敏地震时看到地面裂缝，原来是地壳中断层突然滑动释放能量。"",""tags"":[""地震"",""断层"",""能量""],""title"":""断层之动"",""warning"":""地震不只发生在板块边界，内部断层也会引发。""}"
ri_2d7d6b06b2e250466e0f,Biology,光合作用与细胞呼吸,C,"{""answer"":""B"",""concept"":""光合作用与细胞呼吸"",""explain"":""植物全天进行细胞呼吸，白天光合占优。"",""id"":""C18"",""options"":{""A"":""不，白天只光合作用"",""B"":""是，全天都进行呼吸"",""C"":""仅在黄昏进行"",""D"":""光合强时呼吸停止""},""question"":""植物在白天进行细胞呼吸吗？""}"
ri_70b5f92ee8a9b3a674f9,Physics,净力与加速度,A,"{""concept"":""净力与加速度"",""correction"":""净力决定加速度，不是直接决定速度大小。"",""id"":""C02"",""misconception"":""受力大速度一定大"",""text"":""净力不为零时，物体速度变化会产生加速度。""}"
ri_25cf0e535c58134c0a33,Physics,抛体运动,C,"{""answer"":""C"",""concept"":""抛体运动"",""explain"":""落地时间只由竖直高度决定，与水平速度无关。"",""id"":""C04"",""options"":{""A"":""水平射出的子弹先落地"",""B"":""自由掉落的子弹先落地"",""C"":""两颗子弹同时落地"",""D"":""水平速度越快落地越晚""},""question"":""从同一高度同时松手让子弹掉落和用枪水平射出，谁先落地？""}"
ri_2b3fc02f2dbe8f801f1e,Biology,自然选择,A,"{""concept"":""自然选择"",""correction"":""环境只是筛选了已存在的有利变异，而非导致变异产生的原因。"",""id"":""C13"",""misconception"":""生物为了适应环境而主动发生变异。"",""text"":""自然选择指适应环境的个体存活并繁衍，将其有利特征传给后代的过程。""}"
ri_e90c3b0ca710a2a1c9dc,Geoscience,板块构造,A,"{""concept"":""板块构造"",""correction"":""板块以每年数厘米速度移动，持续改变大陆位置。"",""id"":""C19"",""misconception"":""大陆在地球上一直固定不动"",""text"":""地球外壳由若干刚性板块构成，在软流层上缓慢移动。""}"
ri_41c61c3c6d5656c778d6,Biology,光合作用与细胞呼吸,B,"{""concept"":""光合作用与细胞呼吸"",""id"":""C18"",""scene"":""晚上没有光，植物停止光合，但还在呼吸消耗氧气，这让小丽很惊讶。"",""tags"":[""光合作用"",""细胞呼吸"",""全天进行""],""title"":""植物的双面生活"",""warning"":""植物不只白天呼吸，细胞呼吸全天都在进行。""}"
ri_2fd25644ede9a5f20a86,Chemistry,化学键,A,"{""concept"":""化学键"",""correction"":""化学键存在于原子之间，分子间作用力另称分子间力。"",""id"":""C11"",""misconception"":""化学键是分子之间的力"",""text"":""化学键是原子间的作用力，分为离子键、共价键等，断键需要能量，成键释放能量。""}"
ri_bc50a935293c62e37ab7,Chemistry,物质微粒观,A,"{""concept"":""物质微粒观"",""correction"":""微粒之间存在空隙，且微粒在不断地做无规则的热运动。"",""id"":""C08"",""misconception"":""物质是连续不断、没有内部空隙的。"",""text"":""所有的物质都是由肉眼不可见的微小粒子（分子、原子等）构成的。""}"
